     Time[ps]     Time[ns]  CellLengthX  CellLengthY  CellLengthZ  TotalEnergy         Bond        Angle     Dihedral    Planarity      Coulomb          VdW      SurfVdW      SurfMol      SurfAcc SoluteHBonds SltSlvHBonds    SelHBonds    RecHBonds    SlvHBonds    TotHBonds      HB1Atm1      HB1Atm2         HB1E         HB1D      HB2Atm1      HB2Atm2         HB2E         HB2D      HB3Atm1      HB3Atm2         HB3E         HB3D      HB4Atm1      HB4Atm2         HB4E         HB4D      HB5Atm1      HB5Atm2         HB5E         HB5D      HB6Atm1      HB6Atm2         HB6E         HB6D      HB7Atm1      HB7Atm2         HB7E         HB7D      HB8Atm1      HB8Atm2         HB8E         HB8D      HB9Atm1      HB9Atm2         HB9E         HB9D     HB10Atm1     HB10Atm2        HB10E        HB10D     HB11Atm1     HB11Atm2        HB11E        HB11D     HB12Atm1     HB12Atm2        HB12E        HB12D        Helix        Sheet         Turn         Coil     Helix310      HelixPi  RadGyration       RMSDCa       RMSDBb      RMSDAll  RMSDLigMove  RMSDLigConf
    42400.000       42.400       96.572       96.572       96.572 -1162035.944   107348.373    65784.983   132649.745     1165.937 -1653944.301   184959.319    50902.004    26196.986    22935.174      449.000      874.000        0.000        3.000        3.000        6.000    OG.S530.A     O10.h0.N        6.575        2.295    NE.R120.A     O13.h0.N       16.425        2.025    OH.Y355.A     O14.h0.N       21.500        1.645            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       44.465        5.082       16.697       33.031        0.726        0.000       24.079        1.438        1.457        1.909        2.784        1.827
    42500.000       42.500       96.554       96.554       96.554 -1160652.233   107016.219    65878.935   133068.166     1102.450 -1655326.354   187608.352    51175.508    26017.967    22968.639      446.000      862.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       16.425        1.860    NE.R120.A     O13.h0.N       18.750        1.983    OH.Y355.A     O14.h0.N       19.550        1.969            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.557        4.719       14.156       35.935        1.633        0.000       24.046        1.422        1.447        1.859        2.531        1.575
    42600.000       42.600       96.541       96.541       96.541 -1161638.396   105417.723    65725.527   132604.826     1112.440 -1654721.539   188222.627    50827.183    26306.201    22837.181      466.000      850.000        0.000        4.000        3.000        7.000    OG.S530.A     O10.h0.N       19.150        1.905    NE.R120.A     O13.h0.N       21.875        2.002    OH.Y355.A     O14.h0.N       22.875        1.836   NH2.R120.A     O14.h0.N       20.725        1.790            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.554        5.263       14.882       33.575        0.726        0.000       24.045        1.377        1.405        1.849        2.577        1.654
    42700.000       42.700       96.543       96.543       96.543 -1161282.376   105647.760    65626.906   132868.256     1123.438 -1654589.417   188040.681    50867.674    26083.340    22703.165      458.000      861.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       16.425        1.756    NE.R120.A     O13.h0.N       22.275        2.011    OH.Y355.A     O14.h0.N       22.875        1.770            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       46.461        5.263       13.430       34.120        0.726        0.000       24.101        1.382        1.408        1.877        2.877        1.675
    42800.000       42.800       96.561       96.561       96.561 -1161130.928   106240.908    66138.590   132095.896     1089.710 -1652274.184   185578.152    50860.415    26056.837    22996.810      430.000      862.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       22.875        1.762    NE.R120.A     O13.h0.N       15.325        2.133    OH.Y355.A     O14.h0.N       25.000        1.594            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.287        4.900       16.697       35.390        0.726        0.000       24.108        1.378        1.404        1.880        2.436        1.666
    42900.000       42.900       96.549       96.549       96.549 -1160740.064   105174.275    64609.072   132980.685     1129.390 -1652575.712   187942.227    50910.225    25986.835    22767.246      440.000      851.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       20.725        1.919    NE.R120.A     O13.h0.N       22.275        1.766    OH.Y355.A     O14.h0.N       19.925        1.817            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.650        5.445       14.882       33.938        3.085        0.000       24.112        1.442        1.467        1.924        2.870        2.110
    43000.000       43.000       96.547       96.547       96.547 -1160145.622   106207.456    66096.646   132072.296     1043.642 -1651929.614   186363.951    50714.596    25719.793    22743.858      469.000      842.000        0.000        2.000        3.000        5.000    NE.R120.A     O13.h0.N       20.725        1.993    OH.Y355.A     O14.h0.N       21.500        1.852            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       44.828        5.082       14.882       32.849        2.359        0.000       24.086        1.432        1.459        1.934        2.105        1.780
    43100.000       43.100       96.552       96.552       96.552 -1160145.154   106481.642    66156.904   132982.984     1067.571 -1653096.942   186262.688    51041.964    25819.871    22666.877      461.000      843.000        0.000        3.000        1.000        4.000    NE.R120.A     O13.h0.N       21.875        1.725    OH.Y355.A     O14.h0.N       24.425        1.716   NH2.R120.A     O14.h0.N       14.650        1.801            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       44.828        5.808       14.156       34.483        0.726        0.000       24.005        1.425        1.451        1.923        2.210        1.653
    43200.000       43.200       96.569       96.569       96.569 -1160723.793   106467.392    65425.838   132126.421     1078.346 -1653480.392   187658.603    51298.196    25813.708    23072.243      453.000      864.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       19.550        2.068    NE.R120.A     O13.h0.N       16.025        1.930    OH.Y355.A     O14.h0.N       25.000        1.732   NH2.R120.A     O14.h0.N        7.300        1.930            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.376        4.900       15.608       34.664        1.452        0.000       24.118        1.451        1.477        1.945        2.806        1.716
    43300.000       43.300       96.549       96.549       96.549 -1160136.453   105836.251    65480.286   132445.606     1205.227 -1652766.320   187662.498    51051.704    26415.473    23169.551      437.000      867.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       25.000        1.868    NE.R120.A     O13.h0.N       23.450        1.718    OH.Y355.A     O14.h0.N       22.875        1.840            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.917        5.263       12.704       33.757        2.359        0.000       24.257        1.354        1.374        1.861        3.057        1.603
    43400.000       43.400       96.556       96.556       96.556 -1162345.353   108019.992    65449.579   132743.169     1045.030 -1656907.032   187303.910    51165.927    26199.447    23033.005      430.000      858.000        0.000        3.000        1.000        4.000    OG.S530.A      O7.h0.N       21.875        1.828    NE.R120.A     O13.h0.N       19.925        1.800    OH.Y355.A     O14.h0.N       25.000        1.752            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.557        4.174       13.793       36.116        2.359        0.000       24.247        1.470        1.487        1.952        2.959        1.792
    43500.000       43.500       96.591       96.591       96.591 -1162451.962   107199.518    65735.383   132854.601      992.769 -1654200.361   184966.128    50818.523    26025.275    22962.730      446.000      851.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       12.100        2.187    NE.R120.A     O13.h0.N       21.100        1.995    OH.Y355.A     O14.h0.N       23.450        1.718            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       46.098        5.445       14.156       33.575        0.726        0.000       24.186        1.373        1.392        1.860        2.837        1.742
    43600.000       43.600       96.554       96.554       96.554 -1160622.915   105032.242    66400.544   132406.561     1009.754 -1651084.271   185612.255    50853.523    25822.501    22834.116      441.000      874.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       14.075        1.972    NE.R120.A     O13.h0.N       22.875        1.760    OH.Y355.A     O14.h0.N       22.275        1.955            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.376        4.900       18.149       33.575        0.000        0.000       24.078        1.284        1.309        1.804        2.505        1.765
    43700.000       43.700       96.556       96.556       96.556 -1160605.378   106282.697    65899.196   132819.935     1152.595 -1653107.960   186348.158    50632.542    25823.449    22864.772      438.000      863.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       18.175        1.935    NE.R120.A     O13.h0.N       25.000        2.041    OH.Y355.A     O14.h0.N       25.000        1.590   NH2.R120.A     O14.h0.N       11.350        1.963            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.739        4.900       17.786       33.575        0.000        0.000       24.097        1.337        1.361        1.826        3.249        1.937
    43800.000       43.800       96.538       96.538       96.538 -1160015.927   105246.893    65910.017   132119.179     1008.916 -1653833.454   189532.521    50857.709    26157.646    23106.299      441.000      862.000        0.000        4.000        3.000        7.000    OG.S530.A     O10.h0.N        7.175        1.907   NH2.R120.A     O13.h0.N       11.750        1.769    NE.R120.A     O13.h0.N        9.675        2.230    OH.Y355.A     O14.h0.N       20.725        1.724            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       46.824        5.445       13.793       33.212        0.726        0.000       24.086        1.411        1.431        1.939        3.023        1.777
    43900.000       43.900       96.589       96.589       96.589 -1160687.381   107358.511    65600.645   132675.814     1136.711 -1651852.484   184393.422    51200.532    26092.717    22997.618      452.000      853.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       15.825        1.841    NE.R120.A     O13.h0.N       23.850        2.085    OH.Y355.A     O14.h0.N       23.850        1.692   NH2.R120.A     O14.h0.N       16.425        1.842            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.191        5.263       13.430       34.483        1.633        0.000       24.160        1.317        1.343        1.833        2.629        1.896
    44000.000       44.000       96.559       96.559       96.559 -1161924.972   104962.100    65861.538   132440.385     1162.406 -1652605.800   186254.397    50734.594    25695.759    22769.886      436.000      863.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       16.425        2.052    NE.R120.A     O13.h0.N       24.425        1.753    OH.Y355.A     O14.h0.N       24.425        1.673            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       46.279        4.537       14.519       33.938        0.726        0.000       24.076        1.403        1.427        1.868        2.662        2.096
    44100.000       44.100       96.536       96.536       96.536 -1162280.750   106655.068    65947.660   132859.580     1108.040 -1654227.654   185376.556    50478.627    25721.858    22539.035      451.000      866.000        0.000        2.000        3.000        5.000    NE.R120.A     O13.h0.N       21.875        1.954    OH.Y355.A     O14.h0.N       24.425        1.676            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.372        5.445       14.156       34.301        0.726        0.000       23.999        1.342        1.367        1.858        2.791        1.712
    44200.000       44.200       96.526       96.526       96.526 -1160999.848   105022.419    66209.948   132456.049     1070.020 -1655600.213   189841.930    50742.107    25833.136    22581.880      439.000      847.000        0.000        4.000        1.000        5.000    OG.S530.A      O7.h0.N       20.325        1.996    NE.R120.A     O13.h0.N       21.875        2.050    OH.Y355.A     O14.h0.N       25.000        1.668   NH2.R120.A     O14.h0.N       15.875        1.855            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.013        5.263       16.334       34.664        0.726        0.000       24.069        1.386        1.415        1.902        3.045        1.776
    44300.000       44.300       96.580       96.580       96.580 -1160182.493   105707.941    66127.922   132403.836     1131.081 -1652312.429   186759.157    50967.659    25846.545    22828.469      438.000      866.000        0.000        2.000        2.000        4.000    OG.S530.A     O10.h0.N       18.575        1.820    OH.Y355.A     O14.h0.N       25.000        2.002            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       44.283        5.263       15.608       32.486        2.359        0.000       24.148        1.462        1.485        1.921        3.075        1.679
    44400.000       44.400       96.559       96.559       96.559 -1159913.784   106303.947    65953.098   132629.384     1106.811 -1651521.337   185614.313    51162.092    25798.526    22697.493      429.000      862.000        0.000        4.000        3.000        7.000    OG.S530.A      O7.h0.N       19.550        2.128    NE.R120.A     O13.h0.N       22.875        1.860    OH.Y355.A     O14.h0.N       25.000        2.024   NH2.R120.A     O14.h0.N       17.150        1.838            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.831        4.537       13.793       35.753        3.085        0.000       24.098        1.470        1.493        1.941        2.582        1.639
    44500.000       44.500       96.530       96.530       96.530 -1159879.055   104594.171    65838.771   132268.373     1090.452 -1653362.320   189691.499    50627.767    26010.448    22788.740      445.000      886.000        0.000        2.000        4.000        6.000    OG.S530.A      O7.h0.N       21.625        1.817    NE.R120.A     O13.h0.N       16.925        2.213            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       44.102        5.808       14.156       33.575        2.359        0.000       24.124        1.305        1.332        1.836        3.614        1.773
    44600.000       44.600       96.530       96.530       96.530 -1159495.987   106995.232    65139.469   132836.262     1087.026 -1652251.862   186697.885    50712.914    26216.970    22809.635      443.000      889.000        0.000        4.000        4.000        8.000    OG.S530.A     O10.h0.N       12.050        2.118   NH2.R120.A     O13.h0.N        9.000        1.872    NE.R120.A     O13.h0.N        6.675        2.404    OH.Y355.A     O14.h0.N       21.100        1.732            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.831        4.900       15.245       36.298        0.726        0.000       24.100        1.401        1.429        1.904        3.150        1.718
    44700.000       44.700       96.528       96.528       96.528 -1161351.132   106100.529    65370.959   132329.585     1067.060 -1656302.652   190083.387    51040.017    26035.160    22891.264      447.000      853.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       19.550        2.003   NH2.R120.A     O13.h0.N       17.775        2.037    OH.Y355.A     O14.h0.N       25.000        1.802            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       41.379        5.445       15.608       35.935        1.633        0.000       24.078        1.437        1.459        1.945        3.277        1.854
    44800.000       44.800       96.538       96.538       96.538 -1161368.071   105101.889    66079.179   132855.210     1033.348 -1655174.670   188736.973    51001.053    26090.135    22953.288      448.000      879.000        0.000        2.000        4.000        6.000   NH2.R120.A     O13.h0.N       23.450        1.758    OH.Y355.A     O14.h0.N       25.000        1.682            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       46.461        4.537       12.341       35.935        0.726        0.000       24.112        1.343        1.367        1.855        2.849        1.807
    44900.000       44.900       96.563       96.563       96.563 -1161422.795   106017.534    65985.808   132818.007     1022.570 -1654332.060   187065.346    51332.629    26429.386    23300.951      432.000      859.000        0.000        3.000        3.000        6.000    OG.S530.A     O10.h0.N       14.475        2.026   NH2.R120.A     O13.h0.N       17.000        1.823    OH.Y355.A     O14.h0.N       25.000        1.609            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.554        5.445       15.608       32.668        0.726        0.000       24.192        1.472        1.491        1.959        3.178        1.784
    45000.000       45.000       96.548       96.548       96.548 -1161284.329   106600.821    65840.870   133013.723     1165.416 -1655692.359   187787.199    50832.308    25882.962    22744.457      451.000      879.000        0.000        2.000        3.000        5.000    OG.S530.A      O7.h0.N       21.500        1.922   NH2.R120.A     O13.h0.N       25.000        1.964            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.920        4.719       14.156       34.846        2.359        0.000       24.055        1.396        1.420        1.889        3.425        1.768
    45100.000       45.100       96.575       96.575       96.575 -1161549.499   105011.218    66433.723   132678.627     1084.350 -1654161.042   187403.625    50892.726    25773.228    22548.973      449.000      869.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       25.000        1.654   NH2.R120.A     O13.h0.N       25.000        1.694    OH.Y355.A     O14.h0.N       25.000        1.596            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.372        4.719       11.978       36.298        1.633        0.000       24.114        1.377        1.404        1.854        3.179        1.756
    45200.000       45.200       96.556       96.556       96.556 -1160615.638   106988.563    65419.361   132392.221     1094.086 -1653855.807   187345.938    50812.176    26103.782    22854.381      446.000      855.000        0.000        3.000        2.000        5.000    OG.S530.A     O10.h0.N       18.175        2.083   NH2.R120.A     O13.h0.N       23.650        1.896    OH.Y355.A     O14.h0.N       22.875        1.734            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       46.279        5.263       14.156       34.301        0.000        0.000       24.107        1.419        1.444        1.916        3.225        1.764
    45300.000       45.300       96.558       96.558       96.558 -1160002.688   107104.003    66438.822   132668.860     1114.638 -1656313.875   188984.864    50981.889    26071.735    22710.943      431.000      848.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       23.450        1.868   NH2.R120.A     O13.h0.N       23.450        1.730    OH.Y355.A     O14.h0.N       21.100        1.827            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.468        5.808       17.786       33.212        0.726        0.000       24.168        1.453        1.474        1.928        3.373        1.748
    45400.000       45.400       96.530       96.530       96.530 -1161188.768   105459.388    65866.794   132692.749     1082.847 -1654477.034   188186.489    50770.229    25962.904    22811.430      460.000      893.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       23.450        1.749   NH2.R120.A     O13.h0.N       25.000        1.900    OH.Y355.A     O14.h0.N       25.000        1.567            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       44.465        5.263       14.882       35.390        0.000        0.000       24.153        1.472        1.495        1.936        3.141        1.836
    45500.000       45.500       96.553       96.553       96.553 -1159825.930   105763.971    65958.675   132786.598     1054.497 -1653348.931   187959.259    51164.538    26074.992    22758.309      433.000      859.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       15.050        2.035   NH2.R120.A     O13.h0.N       21.500        1.871    OH.Y355.A     O14.h0.N       22.875        1.717            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.650        3.993       15.608       37.750        0.000        0.000       24.081        1.359        1.385        1.867        3.353        1.856
    45600.000       45.600       96.612       96.612       96.612 -1161175.007   109209.359    65575.182   132519.098     1124.739 -1652607.888   183004.503    51040.258    26141.611    22938.315      447.000      866.000        0.000        3.000        3.000        6.000    OG.S530.A     O10.h0.N       10.950        2.162   NH2.R120.A     O13.h0.N       25.000        1.824    OH.Y355.A     O14.h0.N       25.000        1.692            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.372        5.082       16.334       31.760        1.452        0.000       24.116        1.349        1.374        1.845        3.394        1.731
    45700.000       45.700       96.557       96.557       96.557 -1160085.210   105711.373    65934.942   132648.574     1061.984 -1653656.503   188214.419    51223.500    26109.213    23117.049      430.000      874.000        0.000        2.000        3.000        5.000    OG.S530.A      O7.h0.N       11.450        1.741   NH2.R120.A     O13.h0.N       19.550        1.838            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       46.098        4.719       14.156       34.301        0.726        0.000       24.058        1.395        1.421        1.872        4.032        1.847
    45800.000       45.800       96.527       96.527       96.527 -1161361.649   104129.438    66274.514   133014.956     1069.538 -1656291.666   190441.572    51048.775    26203.128    23007.343      442.000      874.000        0.000        3.000        4.000        7.000    OG.S530.A      O7.h0.N        6.425        2.378   NH2.R120.A     O13.h0.N       10.950        2.278    OH.Y355.A     O14.h0.N       25.000        1.743            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       41.924        4.356       14.519       37.568        1.633        0.000       24.151        1.369        1.397        1.861        3.576        1.814
    45900.000       45.900       96.560       96.560       96.560 -1160289.022   106689.040    66174.000   132855.967      996.762 -1654078.632   187073.841    51612.434    26460.224    23134.442      422.000      871.000        0.000        3.000        4.000        7.000    OG.S530.A      O7.h0.N       14.650        1.938   NH2.R120.A     O13.h0.N       15.050        1.967    OH.Y355.A     O14.h0.N       25.000        1.701            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       44.646        5.263       12.704       36.661        0.726        0.000       24.198        1.346        1.371        1.843        3.360        1.797
    46000.000       46.000       96.562       96.562       96.562 -1160584.223   105086.141    66178.955   131944.256     1074.810 -1653019.749   188151.365    50611.296    25887.170    22683.147      445.000      886.000        0.000        3.000        4.000        7.000    OG.S530.A      O7.h0.N       21.100        1.697   NH2.R120.A     O13.h0.N       18.750        1.871    OH.Y355.A     O14.h0.N       24.425        1.708            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.739        5.808       13.430       35.390        1.633        0.000       24.057        1.391        1.424        1.876        3.405        1.615
    46100.000       46.100       96.565       96.565       96.565 -1160834.519   105935.015    65840.393   132392.483     1100.045 -1654704.185   188601.730    51059.479    26129.221    23048.976      448.000      869.000        0.000        2.000        3.000        5.000    OG.S530.A      O7.h0.N       15.050        2.082   NH2.R120.A     O13.h0.N       23.450        2.028            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.287        5.263       16.334       34.483        1.633        0.000       24.113        1.375        1.400        1.860        3.593        1.674
    46200.000       46.200       96.553       96.553       96.553 -1160386.845   104913.834    65495.860   132586.046     1050.444 -1653415.708   188982.679    51050.099    25889.401    22997.188      434.000      869.000        0.000        3.000        4.000        7.000    OG.S530.A      O7.h0.N       16.625        2.011   NH2.R120.A     O13.h0.N       21.875        1.673    OH.Y355.A     O14.h0.N       25.000        1.919            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.831        4.719       15.608       35.209        1.633        0.000       24.095        1.349        1.376        1.825        3.598        1.786
    46300.000       46.300       96.565       96.565       96.565 -1160742.274   104784.571    66098.935   133018.858     1002.048 -1655695.961   190049.275    50770.941    25947.607    23018.334      444.000      877.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       15.925        2.115   NH2.R120.A     O13.h0.N       17.775        2.092    OH.Y355.A     O14.h0.N       19.550        1.793            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.376        5.263       16.334       34.120        0.907        0.000       24.133        1.275        1.310        1.770        3.310        1.713
    46400.000       46.400       96.573       96.573       96.573 -1161948.598   105953.889    66430.566   132890.945     1122.017 -1656301.700   187955.684    50771.351    25949.651    23081.320      443.000      843.000        0.000        3.000        3.000        6.000    OG.S530.A     O10.h0.N       13.750        2.171   NH2.R120.A     O13.h0.N       22.275        1.923    OH.Y355.A     O14.h0.N       23.450        1.730            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.194        5.263       15.608       35.027        0.907        0.000       24.175        1.388        1.413        1.849        3.682        1.874
    46500.000       46.500       96.540       96.540       96.540 -1161202.331   107393.028    65476.503   132721.878     1107.298 -1655306.965   187405.927    50963.827    25899.904    23009.634      468.000      855.000        0.000        3.000        3.000        6.000    OG.S530.A     O10.h0.N       19.550        1.871   NH2.R120.A     O13.h0.N       25.000        1.668    OH.Y355.A     O14.h0.N       18.175        1.833            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.920        5.082       16.334       33.938        0.726        0.000       24.144        1.314        1.343        1.763        3.558        1.726
    46600.000       46.600       96.580       96.580       96.580 -1162318.899   106881.424    65109.145   132383.591     1098.624 -1652190.731   184399.047    51250.527    26174.417    23135.077      444.000      843.000        0.000        3.000        3.000        6.000    OG.S530.A     O10.h0.N        7.625        1.909   NH2.R120.A     O13.h0.N       21.100        1.801    OH.Y355.A     O14.h0.N       22.875        1.717            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.739        5.808       13.430       34.664        2.359        0.000       24.165        1.334        1.362        1.817        3.550        1.734
