     Time[ps]     Time[ns]  CellLengthX  CellLengthY  CellLengthZ  TotalEnergy         Bond        Angle     Dihedral    Planarity      Coulomb          VdW      SurfVdW      SurfMol      SurfAcc SoluteHBonds SltSlvHBonds    SelHBonds    RecHBonds    SlvHBonds    TotHBonds      HB1Atm1      HB1Atm2         HB1E         HB1D      HB2Atm1      HB2Atm2         HB2E         HB2D      HB3Atm1      HB3Atm2         HB3E         HB3D      HB4Atm1      HB4Atm2         HB4E         HB4D      HB5Atm1      HB5Atm2         HB5E         HB5D      HB6Atm1      HB6Atm2         HB6E         HB6D      HB7Atm1      HB7Atm2         HB7E         HB7D      HB8Atm1      HB8Atm2         HB8E         HB8D      HB9Atm1      HB9Atm2         HB9E         HB9D     HB10Atm1     HB10Atm2        HB10E        HB10D     HB11Atm1     HB11Atm2        HB11E        HB11D     HB12Atm1     HB12Atm2        HB12E        HB12D        Helix        Sheet         Turn         Coil     Helix310      HelixPi  RadGyration       RMSDCa       RMSDBb      RMSDAll  RMSDLigMove  RMSDLigConf
    12400.000       12.400       96.552       96.552       96.552 -1161279.290   104596.403    66335.317   132865.897     1065.033 -1654103.034   187961.093    51340.871    26661.154    24093.952      422.000      886.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       21.100        1.829    NE.R120.A     O13.h0.N       23.850        1.839   NH2.R120.A     O14.h0.N       25.000        1.806            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.739        5.808       15.608       33.031        1.815        0.000       24.624        1.786        1.795        2.139        3.189        2.059
    12500.000       12.500       96.525       96.525       96.525 -1163000.806   106447.423    65496.757   132811.006     1048.310 -1655364.188   186559.887    51125.402    26310.175    23915.510      426.000      900.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       20.325        2.001    NE.R120.A     O13.h0.N       22.875        1.861   NH2.R120.A     O14.h0.N       15.700        1.892    OH.Y355.A     O14.h0.N       22.875        1.673            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       44.828        5.626       15.245       31.942        2.359        0.000       24.603        1.949        1.958        2.307        4.232        1.801
    12600.000       12.600       96.534       96.534       96.534 -1161850.874   106089.679    65759.945   133313.732     1056.909 -1655620.230   187549.091    51530.677    26611.849    24174.330      426.000      903.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       12.500        1.974    NE.R120.A     O13.h0.N       18.750        2.068   NH2.R120.A     O13.h0.N       18.975        1.665            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.650        5.263       17.060       32.305        2.722        0.000       24.691        1.793        1.802        2.114        3.133        2.097
    12700.000       12.700       96.554       96.554       96.554 -1161515.978   106359.588    66050.771   132560.617     1082.363 -1653624.161   186054.843    51435.692    26479.314    23838.346      420.000      881.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       24.425        2.030    NE.R120.A     O13.h0.N       20.325        1.881   NH2.R120.A     O14.h0.N       15.450        1.847    OH.Y355.A     O14.h0.N       19.550        1.709            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.650        5.808       15.608       32.849        3.085        0.000       24.624        1.833        1.851        2.157        3.056        2.114
    12800.000       12.800       96.574       96.574       96.574 -1160851.610   106868.516    65549.486   132620.866     1047.473 -1654675.397   187737.445    51106.942    26080.295    23613.091      430.000      888.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       25.000        1.586    NE.R120.A     O13.h0.N       25.000        1.826   NH2.R120.A     O14.h0.N       21.875        2.009    OH.Y355.A     O14.h0.N       23.850        1.614            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.191        5.626       15.245       32.486        1.452        0.000       24.533        1.709        1.726        2.053        3.121        1.676
    12900.000       12.900       96.544       96.544       96.544 -1160929.205   107897.525    65731.134   132926.736     1118.728 -1654480.573   185877.244    51114.611    25881.321    23747.817      438.000      884.000        0.000        3.000        1.000        4.000    OG.S530.A      O7.h0.N       20.725        1.828    NE.R120.A     O13.h0.N       23.450        1.946    OH.Y355.A     O14.h0.N       25.000        1.463            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.194        5.263       15.608       34.301        1.633        0.000       24.508        1.655        1.668        2.003        2.662        1.860
    13000.000       13.000       96.546       96.546       96.546 -1162322.238   106612.496    65857.700   132741.626     1002.021 -1657149.592   188613.511    51188.337    26130.040    23655.763      438.000      871.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       14.050        2.200    NE.R120.A     O13.h0.N       21.100        1.873    OH.Y355.A     O14.h0.N       25.000        1.592            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.920        5.445       11.615       35.027        3.993        0.000       24.444        1.670        1.686        2.028        2.637        1.871
    13100.000       13.100       96.539       96.539       96.539 -1161222.542   106469.282    65594.524   132562.973     1016.625 -1656957.528   190091.582    51115.186    26244.829    23936.842      438.000      900.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       23.450        1.978    NE.R120.A     O13.h0.N       18.575        1.849    OH.Y355.A     O14.h0.N       25.000        1.710            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.557        4.537       16.697       32.305        2.904        0.000       24.592        1.728        1.746        2.086        2.655        2.013
    13200.000       13.200       96.551       96.551       96.551 -1159906.338   107010.816    66080.592   132518.318     1125.735 -1654550.487   187908.688    51250.134    26186.438    23641.118      430.000      896.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N        9.500        2.214    NE.R120.A     O13.h0.N       23.450        1.718   NH2.R120.A     O14.h0.N       12.500        1.804    OH.Y355.A     O14.h0.N       17.600        2.000            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.557        5.263       17.060       32.486        1.633        0.000       24.450        1.613        1.633        1.987        2.905        1.930
    13300.000       13.300       96.556       96.556       96.556 -1160798.222   106113.607    65788.342   132623.810     1131.585 -1653395.065   186939.499    51284.772    26202.357    23762.944      422.000      881.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       16.625        2.000    NE.R120.A     O13.h0.N       21.875        1.803    OH.Y355.A     O14.h0.N       21.100        1.629            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       41.924        5.263       17.060       32.668        3.085        0.000       24.532        1.720        1.732        2.087        3.531        1.771
    13400.000       13.400       96.550       96.550       96.550 -1160180.520   106844.012    65729.394   132798.733     1047.107 -1651848.977   185249.210    51444.969    26577.867    23974.461      431.000      884.000        0.000        3.000        2.000        5.000    OG.S530.A     O10.h0.N       13.825        2.220    NE.R120.A     O13.h0.N       20.725        1.781    OH.Y355.A     O14.h0.N       23.850        1.574            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.013        4.537       14.882       33.394        4.174        0.000       24.567        1.743        1.756        2.099        2.662        1.825
    13500.000       13.500       96.552       96.552       96.552 -1159767.839   105431.306    66654.343   132680.127     1072.652 -1654035.968   188429.701    50940.029    26413.187    23992.719      424.000      887.000        0.000        3.000        1.000        4.000    OG.S530.A      O7.h0.N       16.125        2.131    NE.R120.A     O13.h0.N       19.550        2.041    OH.Y355.A     O14.h0.N       25.000        1.584            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.194        5.445       15.245       35.390        0.726        0.000       24.521        1.854        1.879        2.215        2.928        1.667
    13600.000       13.600       96.559       96.559       96.559 -1161371.376   105402.693    65457.232   132548.210     1105.526 -1651540.597   185655.560    51266.021    26344.862    23904.522      429.000      864.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       14.275        2.086    NE.R120.A     O13.h0.N       15.050        2.065    OH.Y355.A     O14.h0.N       20.325        1.845            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       46.098        4.900       14.882       31.034        3.085        0.000       24.504        1.635        1.652        1.983        2.417        1.719
    13700.000       13.700       96.566       96.566       96.566 -1161284.216   106452.348    65975.843   132631.390     1068.513 -1655731.106   188318.796    51174.956    26348.304    24060.397      443.000      880.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       15.100        2.185    NE.R120.A     O13.h0.N       19.125        2.100   NH2.R120.A     O13.h0.N       23.450        1.812    OH.Y355.A     O14.h0.N       25.000        1.639            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.287        5.626       14.519       35.027        2.541        0.000       24.622        1.792        1.807        2.143        3.172        1.776
    13800.000       13.800       96.554       96.554       96.554 -1161257.626   105573.720    66632.239   132850.915     1101.031 -1652395.306   184979.776    51207.397    26564.537    24176.075      440.000      870.000        0.000        2.000        3.000        5.000    OG.S530.A      O7.h0.N       17.650        2.174    NE.R120.A     O13.h0.N       19.550        1.822            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.739        5.263       14.156       34.483        2.359        0.000       24.673        1.762        1.780        2.138        3.168        1.758
    13900.000       13.900       96.534       96.534       96.534 -1161161.423   104940.863    65801.684   132592.834     1018.455 -1651301.736   185786.477    51541.202    26033.159    23620.226      433.000      898.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N        7.125        2.228    NE.R120.A     O13.h0.N       19.925        2.037    OH.Y355.A     O14.h0.N       23.850        1.675            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.831        5.263       15.064       33.031        3.811        0.000       24.597        2.163        2.176        2.495        3.277        1.423
    14000.000       14.000       96.547       96.547       96.547 -1159646.174   104541.655    65925.290   132398.300     1025.868 -1651219.258   187681.971    51179.360    26189.156    23897.622      440.000      871.000        0.000        4.000        2.000        6.000    OG.S530.A     O10.h0.N        6.850        1.965    NE.R120.A     O13.h0.N       11.800        2.150   NH2.R120.A     O14.h0.N        9.300        2.068    OH.Y355.A     O14.h0.N       25.000        1.699            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.831        5.263       15.608       34.120        2.178        0.000       24.668        2.188        2.201        2.518        2.926        1.594
    14100.000       14.100       96.563       96.563       96.563 -1160909.373   106852.870    66012.704   132290.682     1079.349 -1653983.128   186838.149    51104.288    26456.728    24015.744      435.000      885.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       22.875        1.801    NE.R120.A     O13.h0.N       11.925        2.094    OH.Y355.A     O14.h0.N       22.275        1.675            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.009        5.082       14.156       34.301        1.452        0.000       24.548        1.992        2.006        2.343        3.402        1.720
    14200.000       14.200       96.534       96.534       96.534 -1159765.676   105757.432    66822.861   132372.839     1091.474 -1656411.798   190601.516    51301.321    26114.314    24021.086      434.000      867.000        0.000        4.000        3.000        7.000    OG.S530.A      O7.h0.N       13.325        2.106    NE.R120.A     O13.h0.N       20.325        2.085   NH2.R120.A     O13.h0.N       10.750        2.020    OH.Y355.A     O14.h0.N       25.000        1.770            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.194        4.719       17.060       34.301        0.726        0.000       24.401        1.691        1.708        2.056        3.087        1.870
    14300.000       14.300       96.567       96.567       96.567 -1161750.553   106897.933    65889.936   132301.313     1108.130 -1653877.074   185929.208    51355.538    26661.579    24323.733      434.000      871.000        0.000        4.000        3.000        7.000    OG.S530.A      O7.h0.N       11.950        2.151    NE.R120.A     O13.h0.N       11.050        2.310   NH2.R120.A     O14.h0.N       25.000        1.794    OH.Y355.A     O14.h0.N       22.875        1.644            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.009        5.263       13.793       34.483        1.452        0.000       24.562        1.892        1.902        2.255        2.512        1.677
    14400.000       14.400       96.531       96.531       96.531 -1160874.686   105749.116    66084.810   132039.415     1040.714 -1654640.803   188852.061    51074.526    26419.988    23834.915      445.000      880.000        0.000        2.000        3.000        5.000    NE.R120.A     O13.h0.N       19.550        1.962    OH.Y355.A     O14.h0.N       19.925        1.787            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       44.283        4.900       14.882       34.483        1.452        0.000       24.490        1.734        1.749        2.121        2.688        1.963
    14500.000       14.500       96.561       96.561       96.561 -1162475.454   105909.314    65315.748   132753.301     1020.434 -1652907.371   185433.121    51000.641    26233.059    23953.754      428.000      886.000        0.000        3.000        2.000        5.000    NE.R120.A     O13.h0.N       15.825        1.921   NH2.R120.A     O14.h0.N       25.000        1.841    OH.Y355.A     O14.h0.N       25.000        1.604            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       44.646        4.719       13.793       35.935        0.907        0.000       24.434        1.833        1.844        2.216        2.683        1.366
    14600.000       14.600       96.559       96.559       96.559 -1162122.132   106388.035    64996.962   132643.162     1057.402 -1654806.453   187598.759    50985.199    26202.222    23911.921      433.000      882.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       25.000        1.874    NE.R120.A     O13.h0.N       23.850        1.762    OH.Y355.A     O14.h0.N       25.000        1.606            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       41.742        4.719       17.786       34.846        0.907        0.000       24.352        1.766        1.780        2.136        2.859        1.601
    14700.000       14.700       96.536       96.536       96.536 -1161009.328   106812.477    65846.865   132145.066      980.521 -1652005.463   185211.207    51039.360    26260.443    24002.506      438.000      884.000        0.000        3.000        1.000        4.000    OG.S530.A      O7.h0.N       14.650        2.095    NE.R120.A     O13.h0.N       21.500        1.845    OH.Y355.A     O14.h0.N       23.850        1.880            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.557        5.082       11.978       35.027        4.356        0.000       24.494        1.910        1.920        2.267        3.049        1.611
    14800.000       14.800       96.530       96.530       96.530 -1160744.196   105380.221    66264.595   132222.197     1061.136 -1654796.585   189124.240    51306.918    26378.287    24069.715      427.000      900.000        0.000        4.000        3.000        7.000    OG.S530.A      O7.h0.N       17.000        1.978    NE.R120.A     O13.h0.N       24.425        1.983   NH2.R120.A     O14.h0.N       10.100        1.849    OH.Y355.A     O14.h0.N       21.875        1.699            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.831        4.719       16.334       32.123        3.993        0.000       24.517        1.850        1.859        2.229        3.282        1.437
    14900.000       14.900       96.520       96.520       96.520 -1160549.017   105887.257    66112.357   133270.487     1072.750 -1655319.709   188427.841    50736.002    26316.298    23803.270      434.000      883.000        0.000        4.000        3.000        7.000    OG.S530.A      O7.h0.N       23.450        1.911    NE.R120.A     O13.h0.N       25.000        1.820   NH2.R120.A     O14.h0.N       10.550        1.877    OH.Y355.A     O14.h0.N       25.000        1.807            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.013        5.082       15.245       34.301        2.359        0.000       24.559        1.932        1.941        2.299        2.730        1.780
    15000.000       15.000       96.537       96.537       96.537 -1162217.312   105860.835    65712.780   132460.475     1092.415 -1654720.247   187376.431    51180.357    26325.924    23892.889      425.000      906.000        0.000        3.000        3.000        6.000    OG.S530.A     O10.h0.N       11.350        2.315    NE.R120.A     O13.h0.N       22.875        1.754    OH.Y355.A     O14.h0.N       23.450        1.766            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       41.198        4.900       18.149       35.027        0.726        0.000       24.398        1.860        1.871        2.246        2.302        1.901
    15100.000       15.100       96.569       96.569       96.569 -1161749.971   106445.889    65970.180   132565.177     1086.572 -1652987.367   185169.578    51261.848    26294.453    24059.457      425.000      881.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       23.450        1.997    NE.R120.A     O13.h0.N       17.550        2.249    OH.Y355.A     O14.h0.N       23.850        1.727            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.557        4.900       13.067       35.572        2.904        0.000       24.499        1.866        1.885        2.251        3.417        1.693
    15200.000       15.200       96.574       96.574       96.574 -1160174.436   105473.257    66129.763   132055.850     1005.546 -1654845.119   190006.266    51201.706    26596.465    23975.218      430.000      894.000        0.000        2.000        3.000        5.000    OG.S530.A      O7.h0.N       19.475        2.111    OH.Y355.A     O14.h0.N       25.000        1.918            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       41.561        5.082       17.060       35.572        0.726        0.000       24.477        1.870        1.883        2.241        3.079        2.009
    15300.000       15.300       96.539       96.539       96.539 -1160470.133   105382.201    66191.886   132566.579     1113.408 -1654148.704   188424.497    51175.908    26354.251    23882.786      425.000      871.000        0.000        4.000        3.000        7.000    OG.S530.A      O7.h0.N       19.550        1.855    NE.R120.A     O13.h0.N       11.300        2.247   NH2.R120.A     O13.h0.N       22.875        1.639    OH.Y355.A     O14.h0.N       25.000        1.673            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.013        5.263       14.156       36.116        1.452        0.000       24.524        1.898        1.909        2.294        3.571        1.791
    15400.000       15.400       96.547       96.547       96.547 -1162428.542   104768.100    65567.991   131919.741     1095.332 -1652524.926   186745.220    50952.200    26020.506    23795.852      433.000      897.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       17.775        1.900   NH2.R120.A     O13.h0.N       12.225        1.818    OH.Y355.A     O14.h0.N       25.000        1.899            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.194        5.263       17.786       32.305        1.452        0.000       24.424        1.554        1.567        1.968        3.104        2.263
    15500.000       15.500       96.553       96.553       96.553 -1163038.910   107151.944    65906.046   132247.075     1081.704 -1657015.494   187589.816    51257.413    26327.425    23983.434      445.000      849.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       12.500        1.878    NE.R120.A     O13.h0.N       25.000        1.844   NH2.R120.A     O14.h0.N       22.875        1.752    OH.Y355.A     O14.h0.N       25.000        1.765            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       41.379        5.263       19.238       31.760        2.359        0.000       24.434        1.649        1.664        2.002        2.094        1.639
    15600.000       15.600       96.550       96.550       96.550 -1161930.545   106637.955    65355.025   132669.821     1136.155 -1652214.501   184485.000    51417.530    25772.547    23966.644      425.000      868.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N        9.700        2.297    NE.R120.A     O13.h0.N       22.275        1.944    OH.Y355.A     O14.h0.N       23.850        1.707            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.287        4.537       15.608       35.027        2.541        0.000       24.391        1.606        1.625        1.970        2.170        1.607
    15700.000       15.700       96.531       96.531       96.531 -1161202.524   104944.653    66094.873   132484.655     1010.366 -1654716.369   188979.299    51351.510    26242.136    24092.066      437.000      858.000        0.000        2.000        2.000        4.000    OG.S530.A      O7.h0.N       22.875        1.801    NE.R120.A     O13.h0.N       16.025        2.086            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       38.113        4.900       17.786       36.298        2.904        0.000       24.524        1.942        1.957        2.335        3.977        1.728
    15800.000       15.800       96.549       96.549       96.549 -1160853.336   106955.874    65595.563   132515.726     1043.823 -1653839.453   186875.131    50742.103    26194.828    23799.832      431.000      849.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       23.450        1.800    NE.R120.A     O13.h0.N       21.500        1.772    OH.Y355.A     O14.h0.N       25.000        1.774            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.739        4.719       14.519       33.031        3.993        0.000       24.447        1.635        1.645        2.054        3.548        1.599
    15900.000       15.900       96.569       96.569       96.569 -1161924.009   106936.816    66070.708   132558.362     1007.149 -1655489.264   186992.220    51417.090    26346.397    23687.086      445.000      846.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       16.425        2.004    NE.R120.A     O13.h0.N       21.100        1.822   NH2.R120.A     O13.h0.N        8.800        2.058    OH.Y355.A     O14.h0.N       25.000        1.770            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       41.924        5.082       16.334       33.575        3.085        0.000       24.419        1.647        1.658        2.058        2.820        1.944
    16000.000       16.000       96.564       96.564       96.564 -1160950.497   105434.778    65821.790   133011.955     1018.422 -1653840.488   187603.045    51262.892    26410.347    24045.286      416.000      870.000        0.000        3.000        1.000        4.000    OG.S530.A     O10.h0.N       24.425        2.028    NE.R120.A     O13.h0.N       17.000        1.981    OH.Y355.A     O14.h0.N       25.000        1.657            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       37.931        5.263       19.238       36.842        0.726        0.000       24.490        1.768        1.779        2.197        3.357        1.754
    16100.000       16.100       96.580       96.580       96.580 -1161064.141   106998.489    66072.520   132891.939     1045.856 -1653937.621   185864.676    50921.778    26225.111    23739.831      437.000      868.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N        7.500        2.327    NE.R120.A     O13.h0.N       19.550        2.006    OH.Y355.A     O14.h0.N       17.600        1.824            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       41.016        5.263       14.882       35.027        3.811        0.000       24.274        1.886        1.895        2.276        3.353        1.625
    16200.000       16.200       96.557       96.557       96.557 -1161853.562   105454.553    65510.351   132569.095     1074.132 -1655137.770   188676.078    51424.546    26515.143    23967.537      407.000      886.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       13.500        1.850    OH.Y355.A     O13.h0.N       17.550        1.822   NH2.R120.A     O14.h0.N       16.425        1.953            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       41.198        4.900       14.156       37.387        2.359        0.000       24.388        1.657        1.667        2.036        3.905        1.594
    16300.000       16.300       96.524       96.524       96.524 -1161914.977   105628.788    65340.607   133415.592     1049.903 -1654348.247   186998.381    51134.277    26183.856    23941.261      425.000      904.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       17.200        2.027    NE.R120.A     O13.h0.N       20.725        1.783    OH.Y355.A     O14.h0.N       19.150        1.974            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       40.472        5.263       20.690       32.849        0.726        0.000       24.373        1.475        1.489        1.883        3.202        1.613
    16400.000       16.400       96.494       96.494       96.494 -1160541.456   104439.247    66389.812   132818.997     1124.141 -1653038.736   187725.082    51523.888    26555.815    23834.471      427.000      900.000        0.000        3.000        4.000        7.000    OG.S530.A     O10.h0.N       22.875        1.893   NH2.R120.A     O13.h0.N       21.100        2.036    OH.Y355.A     O14.h0.N       25.000        1.598            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.739        6.171       14.519       33.212        2.359        0.000       24.413        1.404        1.419        1.813        3.281        1.658
    16500.000       16.500       96.570       96.570       96.570 -1159829.361   105970.021    65837.478   132608.248     1192.592 -1652114.603   186676.902    51317.675    26644.247    24109.822      450.000      916.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       11.725        2.284    NE.R120.A     O13.h0.N       25.000        1.774   NH2.R120.A     O14.h0.N        8.525        2.196    OH.Y355.A     O14.h0.N       25.000        1.787            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       39.020        4.900       17.786       35.935        2.359        0.000       24.445        1.475        1.489        1.870        3.412        1.396
    16600.000       16.600       96.586       96.586       96.586 -1160702.418   106851.590    66092.784   132921.385     1089.523 -1654154.958   186497.257    51582.084    27108.356    24128.534      435.000      890.000        0.000        4.000        3.000        7.000    OG.S530.A      O7.h0.N       22.875        1.953    NE.R120.A     O13.h0.N       22.275        2.010   NH2.R120.A     O14.h0.N       22.875        2.035    OH.Y355.A     O14.h0.N       25.000        1.800            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.739        5.445       14.519       34.664        1.633        0.000       24.401        1.332        1.348        1.723        3.454        1.485
